action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7606188,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,,,CHEMBL1909046,,,,CHEMBL1487,ATORVASTATIN,CHEMBL1487,,0,,1539513,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7606315,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,,,CHEMBL1909046,,,,CHEMBL1542,AZATHIOPRINE,CHEMBL1542,,0,,1539521,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7606459,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,,,CHEMBL1909046,,,,CHEMBL521589,BAMBUTEROL,CHEMBL521589,,0,,1539529,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7606559,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,,,CHEMBL1909046,,,,CHEMBL1371125,BENZO[E]PYRENE,CHEMBL1371125,,0,,1539537,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608227,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL1909046,,,,CHEMBL282575,ESTRADIOL BENZOATE,CHEMBL282575,,0,,1539546,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608354,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,,,CHEMBL1909046,,,,CHEMBL942,BISACODYL,CHEMBL942,,0,,1539554,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608437,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)C(Br)C(=O)NC(N)=O,,,CHEMBL1909046,,,,CHEMBL1515611,BROMISOVALUM,CHEMBL1515611,,0,,1539562,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608536,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CS(=O)(=O)OCCCCOS(C)(=O)=O,,,CHEMBL1909046,,,,CHEMBL820,BUSULFAN,CHEMBL820,,0,,1539570,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608637,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,CHEMBL1909046,,,,CHEMBL65,CAMPTOTHECIN,CHEMBL65,,0,,1539578,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608778,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,,,CHEMBL1909046,,,,CHEMBL566534,ARTEMETHER,CHEMBL566534,,0,,1539506,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7608972,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O.[K+].[K+],,,CHEMBL1909046,,,,CHEMBL499815,ATRACTYLOSIDE,CHEMBL2219524,,0,,1539514,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7609100,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,,,CHEMBL1909046,,,,CHEMBL564201,6-AZAURIDINE,CHEMBL564201,,0,,1539522,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7609243,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,,,CHEMBL1909046,,,,CHEMBL270299,BAY-11-7085,CHEMBL270299,,0,,1539530,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7609346,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOC(=O)c1ccc(N)cc1,,,CHEMBL1909046,,,,CHEMBL278172,BENZOCAINE,CHEMBL278172,,0,,1539538,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7610092,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,CHEMBL1909046,,,,CHEMBL1016,CANDESARTAN,CHEMBL1016,,0,,1539579,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7610869,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,,,CHEMBL1909046,,,,CHEMBL26260,BETA-NAPHTHOFLAVONE,CHEMBL26260,,0,,1539547,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611001,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,,CHEMBL1909046,,,,CHEMBL418971,BISPHENOL A,CHEMBL418971,,0,,1539555,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611089,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Brc1ccccc1,,,CHEMBL1909046,,,,CHEMBL16068,BROMOBENZENE,CHEMBL16068,,0,,1539563,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611187,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCCOC(=O)c1ccc(N)cc1,,,CHEMBL1909046,,,,CHEMBL127516,BUTAMBEN,CHEMBL127516,,0,,1539571,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611435,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,,,CHEMBL1909046,,,,CHEMBL567597,ARTEMISININ,CHEMBL567597,,0,,1539507,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611632,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,,,CHEMBL1909046,,,,CHEMBL517712,ATROPINE,CHEMBL517712,,0,,1539515,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611762,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,,CHEMBL1909046,,,,CHEMBL529,AZITHROMYCIN,CHEMBL529,,0,,1539523,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7611901,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,CHEMBL1909046,,,,CHEMBL1586,BECLOMETHASONE,CHEMBL1586,,0,,1539531,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7612006,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C(O)c1ccccc1,,,CHEMBL1909046,,,,CHEMBL541,BENZOIC ACID,CHEMBL541,,0,,1539539,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7612751,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,,,CHEMBL1909046,,,,CHEMBL48449,CANTHARIDIN,CHEMBL48449,,0,,1539580,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7613673,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNCCc1ccccn1,,,CHEMBL1909046,,,,CHEMBL24441,BETAHISTINE,CHEMBL24441,,0,,1539548,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7613800,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,,,CHEMBL1909046,,,,CHEMBL290106,BITHIONOL,CHEMBL290106,,0,,1539556,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,,7613895,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,CHEMBL1909046,,,"{'bei': '13.44', 'le': '0.28', 'lle': '5.61', 'sei': '7.45'}",CHEMBL493,BROMOCRIPTINE,CHEMBL493,8.80,0,http://www.openphacts.org/units/Nanomolar,1539564,=,15,1,=,,IC50,nM,,1.582,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,0.001582
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7614005,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,,,CHEMBL1909046,,,,CHEMBL990,BUTENAFINE,CHEMBL990,,0,,1539572,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7614250,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc(C(=O)N2CCCC2=O)cc1,,,CHEMBL1909046,,,,CHEMBL36994,ANIRACETAM,CHEMBL36994,,0,,1539500,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7614379,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,,,CHEMBL1909046,,,,CHEMBL196,ASCORBIC ACID,CHEMBL196,,0,,1539508,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7614565,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1366,AURANOFIN,CHEMBL1366,,0,,1539516,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7614710,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL1909046,,,,CHEMBL1537,AZLOCILLIN,CHEMBL1537,,0,,1539524,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7614847,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,CHEMBL1909046,,,,CHEMBL838,BENAZEPRIL,CHEMBL838,,0,,1539532,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,,7614947,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,,,CHEMBL1909046,,,"{'bei': '15.73', 'le': '0.36', 'lle': '-0.48', 'sei': '20.29'}",CHEMBL508112,BENZOTHIAZYL DISULFIDE,CHEMBL508112,5.23,0,http://www.openphacts.org/units/Nanomolar,1539540,=,15,1,=,,IC50,nM,,5866.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,5.866
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7615723,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,,,CHEMBL1909046,,,,CHEMBL294199,CAPSAICIN,CHEMBL294199,,0,,1539581,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7616647,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,CHEMBL1909046,,,,CHEMBL632,BETAMETHASONE,CHEMBL632,,0,,1539549,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7616748,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.[Br-],,,CHEMBL1909046,,,,CHEMBL4649901,,CHEMBL403664,,0,,1539557,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7616841,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL1909046,,,,CHEMBL1370,BUDESONIDE,CHEMBL1370,,0,,1539565,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7616953,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,,,CHEMBL1909046,,,,CHEMBL1255834,BW-723C86,CHEMBL1255834,,0,,1539573,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7617208,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,,,CHEMBL1909046,,,,CHEMBL712,ANISINDIONE,CHEMBL712,,0,,1539501,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7617336,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)Oc1ccccc1C(=O)O,,,CHEMBL1909046,,,,CHEMBL25,ASPIRIN,CHEMBL25,,0,,1539509,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7617520,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,,,CHEMBL1909046,,,,CHEMBL1489,AZACITIDINE,CHEMBL1489,,0,,1539517,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7617666,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,,CHEMBL1909046,,,,CHEMBL158,AZTREONAM,CHEMBL158,,0,,1539525,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7617803,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,,,CHEMBL1909046,,,,CHEMBL340978,BENOXAPROFEN,CHEMBL340978,,0,,1539533,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7617877,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,,,CHEMBL1909046,,,,CHEMBL1201203,BENZTROPINE,CHEMBL1201203,,0,,1539541,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7618661,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1909046,,,,CHEMBL1560,CAPTOPRIL,CHEMBL1560,,0,,1539582,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,,7618939,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,,CHEMBL1909046,,,"{'bei': '11.66', 'le': '0.21', 'lle': '-0.01', 'sei': '12.63'}",CHEMBL296419,ASTEMIZOLE,CHEMBL296419,5.34,0,http://www.openphacts.org/units/Nanomolar,1539510,=,15,1,=,,IC50,nM,,4521.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,4.521
